,MVP - 1.5X Points,Flex_1,Flex_2,Flex_3,Flex_4,Salary,original index
0,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-40434:Greg Ward,60000,0
1,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-40434:Greg Ward,60000,1
2,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,60000,2
3,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-40434:Greg Ward,60000,3
4,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,60000,4
5,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,60000,5
6,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,60000,6
7,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,60000,7
8,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,60000,8
9,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,60000,9
10,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59500,10
11,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59500,11
12,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59500,12
13,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,59500,13
14,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59500,14
15,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-40434:Greg Ward,59500,15
16,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-40434:Greg Ward,59500,16
17,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59500,17
18,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-40434:Greg Ward,59500,18
19,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59500,19
20,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59500,20
21,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59500,21
22,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59500,22
23,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59500,23
24,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59500,24
25,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-27771:Cody Latimer,59000,25
26,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-27771:Cody Latimer,59000,26
27,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,59000,27
28,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,59000,28
29,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59000,29
30,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-40434:Greg Ward,59000,30
31,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-40434:Greg Ward,59000,31
32,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-40434:Greg Ward,59000,32
33,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-40434:Greg Ward,59000,33
34,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-70324:Carson Wentz,59000,34
35,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,59000,35
36,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,59000,36
37,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,59000,37
38,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59000,38
39,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-70324:Carson Wentz,59000,39
40,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58500,40
41,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58500,41
42,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58500,42
43,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58500,43
44,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-41235:Jake Elliott,41364-70324:Carson Wentz,58500,44
45,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,60000,45
46,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,60000,46
47,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,60000,47
48,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,60000,48
49,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,60000,49
50,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-40434:Greg Ward,58500,50
51,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-40434:Greg Ward,58500,51
52,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-40434:Greg Ward,58500,52
53,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-40434:Greg Ward,58500,53
54,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58500,54
55,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58500,55
56,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58500,56
57,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58500,57
58,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58500,58
59,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58500,59
60,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,58000,60
61,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,58000,61
62,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,58000,62
63,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58000,63
64,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58000,64
65,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,60000,65
66,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,60000,66
67,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,60000,67
68,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,60000,68
69,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,60000,69
70,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58500,70
71,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58500,71
72,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58500,72
73,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-40434:Greg Ward,58500,73
74,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58500,74
75,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58500,75
76,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58500,76
77,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58500,77
78,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58500,78
79,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58500,79
80,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,58000,80
81,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,58000,81
82,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,58000,82
83,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58000,83
84,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58000,84
85,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59500,85
86,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59500,86
87,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59500,87
88,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,59500,88
89,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-70324:Carson Wentz,59500,89
90,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-40434:Greg Ward,58000,90
91,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-40434:Greg Ward,58000,91
92,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-40434:Greg Ward,58000,92
93,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-40434:Greg Ward,58000,93
94,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-70324:Carson Wentz,58000,94
95,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,58000,95
96,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,58000,96
97,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,58000,97
98,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58000,98
99,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-70324:Carson Wentz,58000,99
100,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57500,100
101,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57500,101
102,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57500,102
103,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57500,103
104,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71806:Kaden Smith,41364-70324:Carson Wentz,57500,104
105,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,57500,105
106,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,57500,106
107,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,57500,107
108,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-40434:Greg Ward,57500,108
109,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,57500,109
110,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,57500,110
111,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,57500,111
112,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,57500,112
113,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,57500,113
114,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,57500,114
115,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,57000,115
116,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,57000,116
117,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,57000,117
118,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57000,118
119,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,57000,119
120,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,56000,120
121,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,56000,121
122,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,56000,122
123,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,56000,123
124,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-40434:Greg Ward,41364-70324:Carson Wentz,56000,124
125,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-40434:Greg Ward,41364-27771:Cody Latimer,55500,125
126,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-40434:Greg Ward,41364-27771:Cody Latimer,55500,126
127,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-27771:Cody Latimer,55500,127
128,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,55500,128
129,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-40434:Greg Ward,41364-70324:Carson Wentz,55500,129
130,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,55500,130
131,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,55500,131
132,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,55500,132
133,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27771:Cody Latimer,55500,133
134,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-28157:Bennie Fowler III,41364-70324:Carson Wentz,55500,134
135,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,60000,135
136,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,60000,136
137,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,60000,137
138,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,60000,138
139,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,60000,139
140,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,60000,140
141,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,60000,141
142,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,60000,142
143,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,60000,143
144,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,60000,144
145,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59500,145
146,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59500,146
147,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59500,147
148,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,59500,148
149,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59500,149
150,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59500,150
151,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59500,151
152,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59500,152
153,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,59500,153
154,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59500,154
155,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59500,155
156,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59500,156
157,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59500,157
158,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59500,158
159,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59500,159
160,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,59000,160
161,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,59000,161
162,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,59000,162
163,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,59000,163
164,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59000,164
165,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,59000,165
166,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,59000,166
167,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,59000,167
168,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59000,168
169,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-70324:Carson Wentz,59000,169
