,MVP - 1.5X Points,Flex_1,Flex_2,Flex_3,Flex_4,Salary,original index
10570,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,53500,10570
10571,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,53500,10571
10572,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,53500,10572
10573,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,53500,10573
10574,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,53500,10574
10575,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-41235:Jake Elliott,41364-27771:Cody Latimer,53000,10575
10576,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-41235:Jake Elliott,41364-27771:Cody Latimer,53000,10576
10577,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-27771:Cody Latimer,53000,10577
10578,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,53000,10578
10579,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,53000,10579
10580,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas,55500,10580
10581,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas,55500,10581
10582,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas,55500,10582
10583,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,55500,10583
10584,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,55500,10584
10585,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,55000,10585
10586,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,55000,10586
10587,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,55000,10587
10588,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,55000,10588
10589,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,55000,10589
10590,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,54500,10590
10591,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,54500,10591
10592,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,54500,10592
10593,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,54500,10593
10594,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,54500,10594
10595,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-40434:Greg Ward,53000,10595
10596,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-40434:Greg Ward,53000,10596
10597,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-40434:Greg Ward,53000,10597
10598,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,53000,10598
10599,41364-40434:Greg Ward,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,53000,10599
10600,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,53000,10600
10601,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,53000,10601
10602,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,53000,10602
10603,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,53000,10603
10604,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,53000,10604
10605,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,52500,10605
10606,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,52500,10606
10607,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,52500,10607
10608,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,52500,10608
10609,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,52500,10609
10610,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,55000,10610
10611,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,55000,10611
10612,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,55000,10612
10613,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,55000,10613
10614,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,55000,10614
10615,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,54500,10615
10616,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,54500,10616
10617,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,54500,10617
10618,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,54500,10618
10619,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,54500,10619
10620,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,53000,10620
10621,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,53000,10621
10622,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,53000,10622
10623,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,53000,10623
10624,41364-40434:Greg Ward,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,53000,10624
10625,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,53000,10625
10626,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,53000,10626
10627,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,53000,10627
10628,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,53000,10628
10629,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,53000,10629
10630,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,52500,10630
10631,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,52500,10631
10632,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,52500,10632
10633,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,52500,10633
10634,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,52500,10634
10635,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,54000,10635
10636,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,54000,10636
10637,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,54000,10637
10638,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,54000,10638
10639,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,54000,10639
10640,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-40434:Greg Ward,52500,10640
10641,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-40434:Greg Ward,52500,10641
10642,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-40434:Greg Ward,52500,10642
10643,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,52500,10643
10644,41364-40434:Greg Ward,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,52500,10644
10645,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,52500,10645
10646,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,52500,10646
10647,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,52500,10647
10648,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,52500,10648
10649,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,52500,10649
10650,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-27771:Cody Latimer,52000,10650
10651,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-27771:Cody Latimer,52000,10651
10652,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,41364-27771:Cody Latimer,52000,10652
10653,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,52000,10653
10654,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,52000,10654
10655,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,52000,10655
10656,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,52000,10656
10657,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-40434:Greg Ward,52000,10657
10658,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,52000,10658
10659,41364-40434:Greg Ward,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,52000,10659
10660,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,52000,10660
10661,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,52000,10661
10662,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,52000,10662
10663,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,52000,10663
10664,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,52000,10664
10665,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,51500,10665
10666,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,51500,10666
10667,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,51500,10667
10668,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,51500,10668
10669,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,51500,10669
10670,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,50500,10670
10671,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,50500,10671
10672,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,50500,10672
10673,41364-40434:Greg Ward,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,50500,10673
10674,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,50500,10674
10675,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-40434:Greg Ward,41364-27771:Cody Latimer,50000,10675
10676,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-40434:Greg Ward,41364-27771:Cody Latimer,50000,10676
10677,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,41364-27771:Cody Latimer,50000,10677
10678,41364-40434:Greg Ward,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,50000,10678
10679,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,50000,10679
10680,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50000,10680
10681,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50000,10681
10682,41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,50000,10682
10683,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,50000,10683
10684,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,50000,10684
10685,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-83074:Dallas Goedert,55500,10685
10686,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-83074:Dallas Goedert,55500,10686
10687,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-83074:Dallas Goedert,55500,10687
10688,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,55500,10688
10689,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,55500,10689
10690,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas,55500,10690
10691,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas,55500,10691
10692,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas,55500,10692
10693,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,55500,10693
10694,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,55500,10694
10695,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-71806:Kaden Smith,55000,10695
10696,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-71806:Kaden Smith,55000,10696
10697,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-71806:Kaden Smith,55000,10697
10698,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,55000,10698
10699,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,55000,10699
10700,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-64907:JJ Arcega-Whiteside,54500,10700
10701,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-64907:JJ Arcega-Whiteside,54500,10701
10702,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-64907:JJ Arcega-Whiteside,54500,10702
10703,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,54500,10703
10704,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,54500,10704
10705,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-40434:Greg Ward,53000,10705
10706,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-40434:Greg Ward,53000,10706
10707,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-40434:Greg Ward,53000,10707
10708,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-40434:Greg Ward,53000,10708
10709,41364-40434:Greg Ward,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,53000,10709
10710,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,53000,10710
10711,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,53000,10711
10712,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,53000,10712
10713,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-28157:Bennie Fowler III,53000,10713
10714,41364-28157:Bennie Fowler III,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,53000,10714
10715,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-27771:Cody Latimer,52500,10715
10716,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-27771:Cody Latimer,52500,10716
10717,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-27771:Cody Latimer,52500,10717
10718,41364-41235:Jake Elliott,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer,52500,10718
10719,41364-27771:Cody Latimer,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,52500,10719
10720,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas,55000,10720
10721,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas,55000,10721
10722,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas,55000,10722
10723,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-70496:Aldrick Rosas,55000,10723
10724,41364-70496:Aldrick Rosas,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,55000,10724
10725,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,54500,10725
10726,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,54500,10726
10727,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,54500,10727
10728,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-71806:Kaden Smith,54500,10728
10729,41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,54500,10729
10730,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,54000,10730
10731,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,54000,10731
10732,41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside,54000,10732
10733,41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-64907:JJ Arcega-Whiteside,54000,10733
10734,41364-64907:JJ Arcega-Whiteside,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,54000,10734
