Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1886807548,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,82.78,,15933,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/EFCDPEWIP,
S1886807541,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,70.61,,53294,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EJXGZFZPF,
S1886807533,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.51,,94252,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EKZBYOXKX,
S1886807524,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,67.63,,70665,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EGDYOVGBN,
S1886807509,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,78.87,,25712,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/EHFTOEDXF,
S1886807493,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,70.63,,53080,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EEAIQDKKD,
S1886807481,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,81.87,,18929,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/EKZBYWJID,
S1886807479,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,59.67,,109341,167664,Tournament,0.05,0,https://www.fanduel.com/entry/ELMZLNVFZ,
S1886807418,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,68.44,,67138,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CEDSJDRJR,
S1886807414,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,74.06,,38296,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/CERPVVDHN,
S1886807411,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.73,,92853,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CFFNIMPFJ,
S1886807407,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,74.97,,35296,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/CFTKVEBDF,
S1886807402,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,73.87,,38611,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/CLCLRWQHR,
S1886807394,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,62.63,,96756,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CMEGRFODJ,
S1886807388,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,71.77,,48702,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CIKYGNISL,
S1886807378,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.53,,106287,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CJMTFWGOD,
S1886807374,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.53,,93723,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CKAQSNSLZ,
S1886807368,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,74.77,,36081,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DBRLUZHQD,
S1886807362,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,52.57,,135477,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DCFJHQTNZ,
S1886807354,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,58.23,,114022,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CZNVWHLYT,
S1886807347,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,69.47,,59624,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DFYRSIYYX,
S1886807339,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,67.87,,70064,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DHOKEJISL,
S1886807331,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,56.63,,120063,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DEIZGIPFJ,
S1886807324,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,55.53,,124257,167664,Tournament,0.05,0,https://www.fanduel.com/entry/ESZQHJKXR,
S1886807315,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.77,,75937,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EQICWADIL,
S1886807309,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,82.32,,17057,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/ERJXVJBED,
S1886807302,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,65.46,,82337,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EXGWETCGL,
S1886807295,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,68.46,,66499,167664,Tournament,0.05,0,https://www.fanduel.com/entry/EYIRECACD,
S1886807199,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,85.32,,6938,167664,Tournament,0.05,0.15,https://www.fanduel.com/entry/BHDWKOKVN,
S1886807192,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,68.93,,62639,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BIFRJXIRF,
S1886807188,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,78.42,,26440,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BFAGLWPED,
S1886807182,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,61.56,,102245,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BATAOBSZN,
S1886807177,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.76,,76036,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BBGYATEXJ,
S1886807172,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,73.78,,39509,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BBUVNKQVF,
S1886807168,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,76.78,,29853,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BGPYXLUBV,
S1886807160,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,65.54,,81532,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BHRTWURXN,
S1886807153,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,50.77,,141935,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BEMIYTYKL,
S1886807151,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,83.04,,15763,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/BFODYCWGD,
S1886807145,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,94.28,,1554,167664,Tournament,0.05,0.25,https://www.fanduel.com/entry/BGCBKUIDZ,
S1886807138,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,64.04,,88947,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CRNHONBCH,
S1886807131,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,75.28,,33757,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/CSBFBENAD,
S1886807125,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,69.07,,61857,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CXYDKOOCL,
S1886807115,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,61.97,,100463,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AIAKMZWST,
S1886807111,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,90.17,,4035,167664,Tournament,0.05,0.20,https://www.fanduel.com/entry/AIOHZRIQP,
S1886807104,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,93.62,,1655,167664,Tournament,0.05,0.24,https://www.fanduel.com/entry/AEUZOZDFR,
S1886807097,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,69.03,,62008,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AFWUOIBBJ,
S1886807090,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,80.27,,23067,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/ALFVLAQFV,
S1886807087,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,61.93,,100497,167664,Tournament,0.05,0,https://www.fanduel.com/entry/ALTSXSCDR,
S1886807003,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,73.17,,41264,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/EAHAFLEZF,
S1886806994,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,73.87,,38611,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BAFDBRSYX,
S1886806986,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,62.63,,96756,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BBUVNSCSL,
S1886806980,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,80.97,,22109,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BHDWKKRWX,
S1886806970,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,78.17,,26949,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BIFRJTPSP,
S1886806965,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.93,,74547,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BFAGLSWFN,
S1886806955,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.86,,74800,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BFODYKIDJ,
S1886806947,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,83.72,,14056,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/BGCBLBUBF,
S1886806935,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,55.53,,124257,167664,Tournament,0.05,0,https://www.fanduel.com/entry/ADTEPMMLJ,
S1886806922,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.77,,75937,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AANTRLSYH,
S1886806917,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,73.87,,38611,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/ABPOQUQTZ,
S1886806909,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,59.83,,108786,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AGYPNNFYL,
S1886806905,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,71.07,,51292,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AHMNAERWH,
S1886806897,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.46,,106587,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AIOHZNPRZ,
S1886806891,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,77.32,,28780,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/AFIXBMWEX,
S1886806884,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,84.42,,13148,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/ALTSXOJFB,
S1886806879,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,81.62,,19460,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/AMVNWXHAT,
S1886806876,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,64.76,,86349,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AJQCYWNNR,
S1886806869,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.88,,105182,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AKEALNZLN,
S1886806862,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,70.14,,56598,167664,Tournament,0.05,0,https://www.fanduel.com/entry/APNBIGOPZ,
S1886806759,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,67.11,,73275,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CIYVTINOX,
S1886806751,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.01,,108538,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CKAQSRLKP,
S1886806739,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,56.17,,121433,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CPXPCBMMX,
S1886806729,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,64.94,,84216,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CMSEEASZV,
S1886806711,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,70.56,,53398,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BLLCHUJFR,
S1886806698,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,49.07,,147182,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BMMXHDHBJ,
S1886806690,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,70.28,,55703,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BJHMJCNOH,
S1886806682,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,91.38,,2490,167664,Tournament,0.05,0.20,https://www.fanduel.com/entry/BJVJVTZMD,
S1886806675,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,81.48,,20312,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BKJHILLJZ,
S1886806667,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,70.24,,56048,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BPSIFEAOL,
S1886806659,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,53.88,,130728,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BQUDEMYKD,
S1886806651,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,65.12,,83761,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BNOSGMEXB,
S1886806644,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,75.08,,33937,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BOQNFVCST,
S1886806635,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.84,,91509,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BTZOCNRXF,
S1886806619,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,82.18,,17184,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/BRIAREKHZ,
S1886806613,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,68.14,,68268,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BRVYDVWFV,
S1886806603,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,79.38,,24394,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/BSJVQNIDR,
S1886806598,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,65.53,,82144,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BSXTDEUBN,
S1886806584,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,76.77,,30495,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DXBPMZWKD,
S1886806570,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,58.43,,113382,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DXPMZRIHZ,
S1886806468,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,69.67,,59129,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DIQFDZSLJ,
S1886806463,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,80.22,,23145,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DONDNJTNR,
S1886806458,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.36,,94616,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DPBBABFLN,
S1886806451,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,57.38,,116902,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DQCVZKDHF,
S1886806444,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,62.63,,96756,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DMJNORXWH,
S1886806438,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,73.87,,38611,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DMXLBJJUD,
S1886806432,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.77,,75937,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DSUJKTKWL,
S1886806420,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,55.53,,124257,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DTWEKCISD,
S1886806414,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,77.32,,28780,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DUKBWTUPZ,
S1886806409,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.46,,106587,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DREQYTBCX,
S1886806405,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,80.08,,23693,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DXBPIDCFF,
S1886806400,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,50.64,,142242,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DYRHUDLYT,
S1886806391,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.46,,106587,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DVLWWCSLR,
S1886806386,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,68.84,,64031,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DVZUIUEJN,
S1886806380,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,61.88,,100735,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CTDAANKVV,
S1886806374,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,77.32,,28780,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/CTQXNEWTR,
S1886806371,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,83.08,,15024,167664,Tournament,0.05,0.12,https://www.fanduel.com/entry/CUEUZWIRN,
S1886806364,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,71.84,,47127,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AJCFRNAQP,
S1886806361,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,44.06,,157986,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AKRYDNKKD,
S1886806353,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.92,,104886,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AQAZAFZOP,
S1886806246,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,53.84,,131049,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CBMFDGBTV,
S1886806237,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,65.08,,83908,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CHXAZHOTZ,
S1886806229,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,77.98,,27564,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/CFTLAPTCP,
S1886806222,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.74,,76219,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CMEGWRGCT,
S1886806217,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,46.34,,154312,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CIYVYQMPR,
S1886806209,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,57.58,,116002,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CKAQXZKLJ,
S1886806204,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.98,,89292,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CPXPHJLNR,
S1886806195,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,52.74,,134703,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CNGBWADYL,
S1886806186,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,52.44,,135778,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CGVFUYDUT,
S1886806181,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.92,,104886,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CHXAUHBQL,
S1886806165,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,44.06,,157986,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CKOOFQJFR,
S1886806157,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.68,,92949,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CIYVTPZMD,
S1886806151,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.98,,89292,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CJMTGHLJZ,
S1886806146,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,66.68,,76435,167664,Tournament,0.05,0,https://www.fanduel.com/entry/COVUDAAOL,
S1886806138,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,42.96,,159854,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CQLMPAKHZ,
S1886806133,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,59.82,,108850,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CMSEEIEXB,
S1886806126,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,62.58,,96915,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CNGBQZQUX,
S1886806123,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.98,,89292,167664,Tournament,0.05,0,https://www.fanduel.com/entry/CNTZDRCST,
S1886806116,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,52.74,,134703,167664,Tournament,0.05,0,https://www.fanduel.com/entry/COHWQIOQP,
S1886806108,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,61.58,,102003,167664,Tournament,0.05,0,https://www.fanduel.com/entry/BMMXHKSYP,
S1886806004,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,50.34,,143715,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DKTVHOIHR,
S1886806000,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.48,,106383,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DLVQGXGDJ,
S1886805993,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,49.24,,146732,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DICHWFASL,
S1886805991,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,62.58,,96915,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DJECVNYOD,
S1886805982,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,76.18,,31351,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DONDSGNSP,
S1886805972,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,64.94,,84216,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DPBBEXZQL,
S1886805962,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,51.34,,139664,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DMJNTOSBF,
S1886805956,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,65.58,,81179,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DMXLGGDZB,
S1886805945,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,75.08,,33937,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DNLISXPWX,
S1886805938,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.84,,91509,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DSUJPQFBJ,
S1886805933,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,60.48,,106383,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DTWEOZCXB,
S1886805925,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,49.24,,146732,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DUKCBQOUX,
S1886805917,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,75.08,,33937,167664,Tournament,0.05,0.10,https://www.fanduel.com/entry/DQQTQYJJZ,
S1886805905,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,63.84,,91509,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DRSOQHHFR,
S1886805898,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,58.68,,112222,167664,Tournament,0.05,0,https://www.fanduel.com/entry/DSGMCYTDN,
S1886805890,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,47.44,,151534,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AGYPTCQWL,
S1886805883,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,58.68,,112222,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AHMNFUCUH,
S1886805875,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,47.44,,151534,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AIAKSLOSD,
S1886805866,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,57.58,,116002,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AEUZUKVFB,
S1886805855,nfl,2019/11/21,$7K Thu NFL Pooch Punt (150 Entries Max),$60k,46.34,,154312,167664,Tournament,0.05,0,https://www.fanduel.com/entry/AFIXHCHCX,
S1883525746,nfl,2019/11/18,NFL Beginner 50/50 ($1) (KC @ LAC),$60k,,,1,32,Tournament,1,0,https://www.fanduel.com/entry/CWILCDJWZ, endedunmatched
